OTU	100_trimmed_R2	101_trimmed_R2	102_trimmed_R2	103_trimmed_R2	104_trimmed_R2	105_trimmed_R2	106_trimmed_R2	107_trimmed_R2	108_trimmed_R2	109_trimmed_R2	10_trimmed_R2	110_trimmed_R2	111_trimmed_R2	112_trimmed_R2	113_trimmed_R2	114_trimmed_R2	115_trimmed_R2	116_trimmed_R2	11_trimmed_R2	12_trimmed_R2	13_trimmed_R2	14_trimmed_R2	15_trimmed_R2	16_trimmed_R2	17_trimmed_R2	18_trimmed_R2	19_trimmed_R2	1_trimmed_R2	20_trimmed_R2	21_trimmed_R2	22_trimmed_R2	23_trimmed_R2	24_trimmed_R2	25_trimmed_R2	26_trimmed_R2	27_trimmed_R2	28_trimmed_R2	29_trimmed_R2	2_trimmed_R2	30_trimmed_R2	31_trimmed_R2	32_trimmed_R2	33_trimmed_R2	34_trimmed_R2	35_trimmed_R2	36_trimmed_R2	37_trimmed_R2	38_trimmed_R2	39_trimmed_R2	3_trimmed_R2	40_trimmed_R2	41_trimmed_R2	42_trimmed_R2	43_trimmed_R2	44_trimmed_R2	45_trimmed_R2	46_trimmed_R2	47_trimmed_R2	48_trimmed_R2	49_trimmed_R2	4_trimmed_R2	50_trimmed_R2	51_trimmed_R2	52_trimmed_R2	53_trimmed_R2	54_trimmed_R2	55_trimmed_R2	56_trimmed_R2	57_trimmed_R2	58_trimmed_R2	59_trimmed_R2	5_trimmed_R2	60_trimmed_R2	61_trimmed_R2	62_trimmed_R2	63_trimmed_R2	64_trimmed_R2	65_trimmed_R2	66_trimmed_R2	67_trimmed_R2	68_trimmed_R2	69_trimmed_R2	6_trimmed_R2	70_trimmed_R2	71_trimmed_R2	72_trimmed_R2	73_trimmed_R2	74_trimmed_R2	75_trimmed_R2	76_trimmed_R2	77_trimmed_R2	78_trimmed_R2	79_trimmed_R2	7_trimmed_R2	80_trimmed_R2	81_trimmed_R2	82_trimmed_R2	83_trimmed_R2	84_trimmed_R2	85_trimmed_R2	86_trimmed_R2	87_trimmed_R2	88_trimmed_R2	89_trimmed_R2	8_trimmed_R2	90_trimmed_R2	91_trimmed_R2	92_trimmed_R2	93_trimmed_R2	94_trimmed_R2	95_trimmed_R2	96_trimmed_R2	97_trimmed_R2	98_trimmed_R2	99_trimmed_R2	9_trimmed_R2
DENOVO74	6	17	8	2	5	5	20	2	3	11	0	6	6	1	8	3	2	9	1	0	0	2	0	0	0	3	1	0	6	0	3	2	2	0	0	0	1	2	0	1	1	2	0	0	2	0	0	1	2	0	3	1	0	2	1	1	0	0	1	2	0	4	9	2	2	0	6	26	5	1	0	0	1	4	20	0	0	0	2	9	6	15	0	0	1	0	5	0	0	4	12	1	2	1	0	1	6	1	2	5	2	3	1	5	1	7	2	2	8	9	3	2	3	25	6	0
DENOVO75	12	10	12	9	16	6	15	6	2	13	1	7	8	1	6	7	13	5	0	0	2	0	0	1	1	0	1	1	1	1	2	2	2	0	0	1	0	1	0	0	0	1	2	3	2	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	18	6	1	0	1	0	7	11	5	0	0	1	24	33	21	0	0	1	2	0	3	0	1	18	21	2	0	1	6	1	0	5	0	7	4	2	2	1	2	2	2	7	5	0	1	8	18	1	0
DENOVO76	1	1	0	0	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	2	0
DENOVO77	2	11	11	16	0	7	27	3	3	4	0	4	8	2	10	14	10	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	3	3	0	0	0	0	0	2	0	0	1	0	0	0	0	5	0	2	0	3	0	0	0	0	22	38	6	0
DENOVO78	28	50	65	81	28	74	134	61	46	47	26	39	70	20	62	26	59	52	33	29	22	10	9	15	35	39	15	4	21	20	52	19	43	4	1	12	21	19	1	20	14	6	6	21	25	12	8	6	4	1	12	28	7	8	3	11	22	23	19	1	9	2	1	40	14	5	1	0	5	9	7	12	21	2	7	2	12	7	19	0	3	0	4	18	18	10	24	35	14	49	32	49	35	2	9	32	40	35	30	29	30	61	26	38	3	13	22	29	25	46	85	48	57	100	34	5
DENOVO79	2	0	1	0	1	0	2	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	1	0	0	5	7	1	1	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
DENOVO80	1	0	0	0	1	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DENOVO81	2	0	0	0	0	1	0	1	0	0	0	1	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	1	0	1	0	1	0	0	0	2	0	0	1	0	0	1	3	0	1	0	0	0
DENOVO82	0	1	0	0	0	0	3	1	4	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	8	5	1	2	0	0	0	0	0	2	0	0	0	1	0	1	0	0	1	0	1	0
DENOVO83	6	4	0	0	2	12	15	0	2	2	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	1	0	0	1	2	2	0	0	0	0	0	0	1	4	9	3	1	1	0	0
DENOVO84	5	10	22	16	1	11	23	5	6	2	0	9	6	0	16	10	11	22	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	3	2	5	1	0	0	0	0	0	1	1	0	0	0	0	0	4	0	2	0	0	0	0	0	0	20	31	10	0
DENOVO85	0	0	1	0	0	1	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	2	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	6	0
DENOVO86	2	0	0	1	0	0	1	4	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	2	1	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	1	1	0	0
DENOVO87	71	11	5	6	0	35	36	0	5	3	0	1	2	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	5	0	0	0	0	11	2	0	0	0	0	0	0	0	4	1	0	23	15	9	0	0	8	0	0
DENOVO88	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	43	4	2	4	0	0
DENOVO89	6	5	11	11	0	13	34	2	6	2	0	7	11	1	14	11	9	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4	0	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	1	4	0	4	0	0	0	0	0	2	0	0	1	0	0	0	0	6	0	3	0	0	0	0	0	0	25	40	5	0
DENOVO90	15	21	46	52	5	30	98	5	18	19	0	21	41	4	45	31	30	62	0	0	0	0	0	1	2	0	0	1	0	0	1	0	1	2	1	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	6	0	11	6	14	0	0	2	6	2	0	1	0	5	0	2	1	0	0	6	1	5	1	2	2	0	0	5	15	4	12	1	2	1	0	0	1	0	1	1	1	0	0	1	11	1	4	0	5	0	0	0	0	77	76	21	0
DENOVO91	18	0	6	0	27	7	13	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	3	0	0	0	0	3	1	0	2	1	1	0	0	0	0	0	2	13	6	2	0	8	4	0	0
DENOVO92	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	1	0	1	0	0	0	2	0	0	0	0	0	1	0	0	1	0	3	0
DENOVO93	0	1	1	0	0	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	5	0	0	0	2	2	1	0	0	0	0	2	0
DENOVO94	49	321	365	266	5	197	529	38	55	43	0	182	223	14	181	127	206	251	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	8	0	15	28	66	0	0	0	2	4	5	3	1	29	0	0	0	0	4	11	7	10	1	0	0	1	6	15	50	33	115	14	0	0	0	0	17	0	10	5	0	0	0	0	74	0	68	2	26	0	0	0	1	415	678	135	0
DENOVO95	67	154	219	180	9	206	463	50	93	50	8	79	186	14	192	137	197	350	7	13	8	5	4	2	18	17	10	14	20	7	15	10	22	12	7	7	8	6	16	7	6	8	20	16	11	9	11	7	7	3	8	5	4	10	2	2	5	7	3	64	11	93	42	55	3	16	29	93	30	11	9	6	25	8	36	18	8	1	43	46	50	30	5	5	4	13	22	69	21	86	18	16	12	9	3	20	17	12	6	3	8	10	8	63	2	27	7	15	9	16	12	10	375	377	120	8
DENOVO96	57	57	100	94	36	109	215	29	110	68	12	58	71	18	78	59	72	72	23	21	22	15	22	17	31	23	17	8	36	8	47	19	25	21	11	12	13	8	18	18	19	11	23	28	14	25	16	15	12	22	13	18	2	21	3	11	11	14	10	64	14	62	20	34	10	5	26	26	18	34	12	4	13	14	47	26	13	12	16	11	24	17	6	11	12	16	46	48	23	41	29	47	21	17	11	29	62	30	21	26	47	67	31	44	8	18	18	29	43	101	72	111	117	157	34	13
DENOVO97	2	15	10	19	8	13	18	18	1	12	7	12	12	2	7	6	8	14	5	12	10	2	1	4	7	4	6	7	11	2	15	10	9	3	4	9	4	3	3	2	6	6	7	2	8	4	8	2	0	1	6	4	0	7	1	3	1	6	1	0	4	1	2	1	0	3	1	1	0	2	0	1	2	4	9	2	3	0	5	2	7	6	5	4	2	7	6	4	2	5	6	3	4	2	1	1	2	11	4	3	2	5	3	5	3	1	1	7	7	6	6	9	12	33	11	1
DENOVO98	1	0	1	0	0	3	1	3	1	1	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	1	0	1	0	0	0	5	0	0	0	2	0	0	0	1	1	0	0	0
DENOVO99	3	8	6	4	4	8	7	2	2	6	6	1	3	3	6	2	5	4	8	7	8	3	2	4	3	2	12	5	8	8	10	13	15	7	4	5	20	18	3	5	1	1	5	13	8	13	5	2	3	6	5	11	0	8	0	3	7	7	5	1	3	1	1	10	1	2	1	4	1	2	2	6	5	4	4	2	4	3	3	2	3	4	1	4	3	12	4	4	1	1	6	1	7	4	1	1	5	4	4	2	2	7	2	5	3	3	2	5	3	2	4	7	13	14	3	9
DENOVO100	4048	7786	5865	9311	4115	5314	8208	5067	6245	5482	7867	3678	4941	2001	6432	3526	5886	6390	10304	8848	16195	6377	8303	8435	11219	9331	10343	8956	12632	10099	12821	12422	11283	8585	6791	12677	10688	7809	6126	5938	10015	6634	10469	6893	14690	12023	10893	4871	5750	8899	3772	5388	1185	14756	3071	4998	3639	6283	5155	1934	6330	1661	1487	8622	2093	2616	2700	4969	2828	5041	5508	8276	6056	6535	9235	4804	5877	2847	6860	4570	6554	7221	6407	5093	6315	9817	2731	4909	2115	3911	4788	3112	3578	8418	1207	2422	7244	5134	3906	5319	4513	6148	2675	7063	6330	2839	4373	4398	3543	4276	4262	6587	6700	12831	2397	7426
DENOVO101	0	0	0	0	0	2	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	4	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0
DENOVO102	4	9	14	10	0	15	21	1	9	5	0	5	8	1	6	5	12	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	25	22	1	0
DENOVO103	2	2	0	1	0	1	3	0	1	0	0	2	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	2	1	3	0	0	1	1	0	0	3	0	0	0	1	0	0	0	3	2	2	0	0
DENOVO104	1	1	1	0	0	0	1	2	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
DENOVO105	4	4	4	8	2	0	10	2	7	1	2	4	3	0	2	3	3	2	0	0	2	0	0	1	1	0	1	0	2	1	0	1	2	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	1	1	0	3	0	1	0	1	1	2	1	1	0	0	1	0	2	2	1	0	1	0	1	1	3	3	0	0	0	0	0	2	0	0	1	2	4	2	0	4	0	4	3	2	0	4	6	2	0	2	2	1	0	0	2	1	1	3	1	5	1	5	4	12	0	1
DENOVO106	0	0	0	1	2	1	3	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DENOVO107	2	2	4	6	0	6	19	2	1	0	0	6	5	0	10	3	10	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	4	1	0	0	0	0	1	0	2	0	0	0	0	0	3	0	1	0	1	0	0	0	0	17	24	4	0
DENOVO108	0	4	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	3	0	0	0	0	0	2	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	6	13	16	27	0	0
DENOVO109	2	0	0	1	0	0	4	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	4	2	1	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	2	1	1	0
DENOVO110	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	2	0	2	5	2	7	0	1	7	8	0	3	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
DENOVO111	1	3	0	6	4	2	1	1	0	1	0	1	0	0	2	0	0	2	0	5	5	0	8	0	2	3	8	2	1	0	3	0	1	4	3	2	2	1	0	2	3	1	2	0	4	1	5	1	0	2	0	2	1	6	0	3	1	0	1	0	5	0	0	4	0	0	0	0	1	4	3	4	1	3	4	0	0	0	0	0	2	2	1	1	8	3	0	0	0	1	2	0	0	1	0	3	8	0	1	2	4	0	1	1	1	0	0	1	2	4	3	4	4	5	1	3
DENOVO112	4	4	0	2	1	0	8	0	6	2	0	0	1	1	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	4	0	0	0	0	0	4	0	0	3	0	0	0	0	0	2	0	0	0	0	1	5	2	0	0
DENOVO113	76	131	151	170	79	132	182	103	157	145	13	84	115	41	179	98	173	151	21	11	37	13	9	9	59	42	40	6	61	54	83	28	73	8	8	34	12	15	3	21	20	20	15	39	18	15	31	20	27	14	27	35	6	43	7	30	12	12	22	43	11	20	22	33	11	10	37	57	23	33	29	3	13	40	80	43	18	18	24	28	55	72	5	13	16	15	67	87	39	76	80	85	66	11	15	52	165	122	46	77	104	153	71	105	11	37	69	98	97	138	139	251	135	296	66	8
DENOVO114	1	0	0	0	2	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0
DENOVO115	2	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
DENOVO116	1	2	2	1	1	5	7	2	0	1	0	0	0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	2	0	15	4	0	1	1	1	1	1	1	3	0	0	0	1	0	1	0	2	4	0	1	0
DENOVO117	3	12	25	26	0	25	43	3	5	9	1	8	21	2	15	18	25	41	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	5	4	7	0	0	0	0	3	1	1	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	6	4	4	6	2	0	0	0	0	0	0	0	1	0	0	0	0	5	0	5	0	3	0	0	0	0	51	48	9	0
DENOVO118	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	1	0
DENOVO119	30	44	61	72	21	63	153	39	49	44	4	48	43	14	46	48	37	36	14	8	7	3	13	2	20	15	9	3	18	20	16	11	10	5	11	10	13	6	4	14	6	9	5	12	11	9	10	7	5	9	9	10	3	18	2	3	3	10	5	25	5	35	10	15	3	2	13	10	20	12	7	4	11	11	35	13	4	7	10	10	14	6	4	5	3	4	22	31	7	22	22	39	10	9	8	17	52	33	10	15	42	36	9	36	1	9	18	16	27	72	67	61	92	93	27	8
DENOVO120	2	30	37	27	6	40	59	8	13	11	0	13	28	2	34	22	23	49	1	3	0	1	0	0	1	2	1	1	0	0	1	0	0	2	0	1	1	0	1	1	0	0	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	10	0	11	5	7	0	2	2	12	4	1	0	0	0	1	1	0	1	0	5	8	1	3	0	0	0	2	5	5	2	16	2	3	1	0	0	3	3	0	1	0	2	0	0	11	0	3	0	2	0	0	1	0	51	57	15	0
DENOVO121	0	2	0	1	0	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	2	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	0
DENOVO122	1	0	4	4	1	2	3	1	3	3	0	2	0	1	5	1	2	1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	1	0	0	2	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	2	0	0	0	0	4	1	1	1	0	0	0	3	5	0	0	1	0	1	1	1	0	0	0	0	4	1	3	0	2	0	0	0	0	0	2	1	0	4	0	2	0	3	2	0	1	2	0	0	3	3	2	5	0	0
DENOVO123	1	2	3	3	5	2	4	3	3	3	1	2	2	1	5	3	5	3	2	0	1	2	0	0	3	3	1	0	3	1	4	4	1	1	0	0	0	0	0	1	1	1	1	2	0	0	0	1	0	1	0	0	1	0	0	2	0	0	2	0	1	0	0	2	0	0	0	1	1	0	0	0	1	3	3	0	2	1	1	2	2	3	0	1	0	0	0	0	1	3	4	0	2	0	0	1	5	3	0	5	3	2	0	0	0	1	1	2	4	2	3	4	3	9	3	0
DENOVO124	2	0	0	0	0	1	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	2	0	0	2	1	0	1	0	0	0	0	0	0	1	2	2	1	1	0
DENOVO125	4	20	33	25	0	16	37	4	3	6	0	8	20	1	11	14	21	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	3	5	0	1	0	0	2	0	0	0	1	0	0	0	0	0	2	0	2	0	1	0	0	0	3	4	2	8	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	6	0	1	0	0	0	0	27	53	12	0
DENOVO126	1	0	1	0	0	2	2	1	1	0	0	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0
