OTU	100_trimmed_R1	101_trimmed_R1	102_trimmed_R1	103_trimmed_R1	104_trimmed_R1	105_trimmed_R1	106_trimmed_R1	107_trimmed_R1	108_trimmed_R1	109_trimmed_R1	10_trimmed_R1	110_trimmed_R1	111_trimmed_R1	112_trimmed_R1	113_trimmed_R1	114_trimmed_R1	115_trimmed_R1	116_trimmed_R1	11_trimmed_R1	12_trimmed_R1	13_trimmed_R1	14_trimmed_R1	15_trimmed_R1	16_trimmed_R1	17_trimmed_R1	18_trimmed_R1	19_trimmed_R1	1_trimmed_R1	20_trimmed_R1	21_trimmed_R1	22_trimmed_R1	23_trimmed_R1	24_trimmed_R1	25_trimmed_R1	26_trimmed_R1	27_trimmed_R1	28_trimmed_R1	29_trimmed_R1	2_trimmed_R1	30_trimmed_R1	31_trimmed_R1	32_trimmed_R1	33_trimmed_R1	34_trimmed_R1	35_trimmed_R1	36_trimmed_R1	37_trimmed_R1	38_trimmed_R1	39_trimmed_R1	3_trimmed_R1	40_trimmed_R1	41_trimmed_R1	42_trimmed_R1	43_trimmed_R1	44_trimmed_R1	45_trimmed_R1	46_trimmed_R1	47_trimmed_R1	48_trimmed_R1	49_trimmed_R1	4_trimmed_R1	50_trimmed_R1	51_trimmed_R1	52_trimmed_R1	53_trimmed_R1	54_trimmed_R1	55_trimmed_R1	56_trimmed_R1	57_trimmed_R1	58_trimmed_R1	59_trimmed_R1	5_trimmed_R1	60_trimmed_R1	61_trimmed_R1	62_trimmed_R1	63_trimmed_R1	64_trimmed_R1	65_trimmed_R1	66_trimmed_R1	67_trimmed_R1	68_trimmed_R1	69_trimmed_R1	6_trimmed_R1	70_trimmed_R1	71_trimmed_R1	72_trimmed_R1	73_trimmed_R1	74_trimmed_R1	75_trimmed_R1	76_trimmed_R1	77_trimmed_R1	78_trimmed_R1	79_trimmed_R1	7_trimmed_R1	80_trimmed_R1	81_trimmed_R1	82_trimmed_R1	83_trimmed_R1	84_trimmed_R1	85_trimmed_R1	86_trimmed_R1	87_trimmed_R1	88_trimmed_R1	89_trimmed_R1	8_trimmed_R1	90_trimmed_R1	91_trimmed_R1	92_trimmed_R1	93_trimmed_R1	94_trimmed_R1	95_trimmed_R1	96_trimmed_R1	97_trimmed_R1	98_trimmed_R1	99_trimmed_R1	9_trimmed_R1
DENOVO84	1	0	0	0	2	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0
DENOVO85	0	2	0	1	0	0	2	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	2	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	0
DENOVO86	1	2	2	1	1	5	6	3	0	1	0	0	0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	12	4	0	1	1	1	1	1	1	2	0	0	0	2	0	2	0	2	4	0	1	0
DENOVO87	1	0	1	0	0	1	2	1	1	0	0	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0
DENOVO88	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	0	1	0
DENOVO89	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	3	2	0	7	0	2	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO90	0	0	2	3	1	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	11	4	0	0	0	2	0	0	1	0	0	1	8	0	0	0	1	3	2	0	0
DENOVO91	6	7	4	6	15	12	10	0	1	8	3	7	7	0	7	3	8	10	2	4	4	1	4	1	3	1	3	3	1	1	0	4	3	0	1	3	2	0	2	1	1	2	2	1	5	7	4	2	2	2	2	1	0	1	0	0	1	1	0	0	1	1	0	2	0	0	1	1	1	1	0	5	1	1	3	1	0	0	0	0	0	4	2	4	2	2	11	1	0	2	8	1	0	2	0	2	7	2	1	10	7	3	0	1	1	1	1	2	4	0	3	4	12	7	1	0
DENOVO92	2	0	0	0	0	1	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	2	0	0	2	1	0	1	0	0	0	0	0	0	1	2	2	1	1	0
DENOVO93	2	0	0	1	0	0	4	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	4	2	1	0	0	0	0	0	1	3	0	0	0	1	0	0	1	0	2	1	1	0
DENOVO94	1	6	12	3	3	3	4	2	8	0	7	3	5	0	6	2	3	0	4	2	4	5	0	0	3	0	2	2	1	4	5	6	3	2	2	18	9	4	3	1	4	4	3	1	2	3	5	1	1	5	0	2	0	7	2	0	1	5	2	0	3	1	0	1	2	1	1	0	2	1	3	1	0	1	2	2	1	3	2	2	4	5	3	1	5	3	3	2	1	1	3	3	3	5	0	1	7	1	4	6	4	6	1	3	2	4	0	2	2	9	4	6	7	8	1	2
DENOVO95	0	5	0	1	4	4	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	1	0	0
DENOVO96	0	0	1	1	0	2	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	2	0	0	0	0	1	0	0	2	0	1	2	0	0	1	0	1	0	1	1	0
DENOVO97	0	0	0	0	1	3	11	3	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO98	2	5	24	11	9	14	23	3	5	6	0	20	12	1	10	7	8	16	1	1	1	0	0	0	1	0	0	0	1	0	2	3	0	0	0	1	0	1	0	0	0	0	1	1	0	1	1	2	4	0	1	0	0	0	1	4	0	1	0	3	0	8	6	10	0	0	5	5	1	0	3	2	2	3	9	2	2	0	1	0	4	0	2	0	2	0	6	4	1	8	5	5	3	0	0	4	6	0	0	1	6	4	3	10	0	3	1	7	7	13	7	8	13	23	12	0
DENOVO99	0	1	0	0	2	1	2	2	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	2	1	1	2	2	0	0	1	0	0	0	0	1	1	1	1	0
DENOVO100	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	2	10	0	0
DENOVO101	0	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	2	0	0	0	2	0	1	1	0	0	1	2	1	0	0	0	2	0	1	0
DENOVO102	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	9	4	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO103	0	6	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO104	0	3	1	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	2	1	0	0	2	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
DENOVO105	0	2	0	1	5	0	2	1	2	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	8	1	1	0	0	2	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0
DENOVO106	1	1	1	0	0	0	4	3	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0
DENOVO107	0	0	0	0	0	2	4	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	4	2	1	0	0	1	0	0	0	2	0	0	0	1	0	0	1	0	1	0	2	0
DENOVO108	1	0	1	0	1	0	5	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	2	1	0	0	0	3	0	3	0	0	0	4	0	0	0	0	0	1	0	0
DENOVO109	0	0	0	0	1	1	1	3	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	2	0	1	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0
DENOVO110	1	1	0	1	3	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	3	2	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	3	0
DENOVO111	16	2	2	7	7	7	3	0	2	0	0	3	3	1	6	0	0	0	0	0	1	2	0	0	1	1	0	0	1	0	0	0	0	0	3	3	0	1	1	0	1	0	1	0	0	0	1	2	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	9	0	0	0	11	19	2	0	1	0	10	4	1	0	4	4	0	0	0	0	0	3	2	2	1	4	11	2	1	0
DENOVO112	19	9	4	3	16	3	19	0	1	10	4	2	2	2	3	0	0	3	1	2	3	0	1	2	2	3	1	2	3	1	1	1	5	2	1	4	5	0	0	3	2	2	4	0	2	3	2	1	0	1	1	1	0	2	0	1	0	4	0	0	2	0	1	0	0	1	0	1	1	1	1	1	2	1	2	0	0	0	3	2	2	3	1	4	1	3	7	0	0	3	16	5	2	2	0	1	5	3	0	2	14	1	1	2	2	2	0	1	1	1	2	2	17	6	0	3
DENOVO113	0	0	5	0	0	0	2	0	0	0	0	0	1	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	2	0	0	0	13	0	1	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	3	0
DENOVO114	1	0	1	0	0	0	1	0	0	1	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0
DENOVO115	2	1	0	0	2	0	0	1	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
DENOVO116	1	2	1	0	0	3	1	1	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	0	1	2	1	0	2	0	0	0	1	1	0	0	1	2	0	0	0
DENOVO117	4	0	3	0	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	3	1	0	0	0	0	0	2	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	5	0
DENOVO118	0	1	0	0	1	1	1	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2	0
DENOVO119	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	2	1	1	0	0	0	0	0	1	5	0	0	0	0	0	1	0	0	1	2	0	0
DENOVO120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	2	0	0	0	1	0	0	0	0	1	1	1	0
DENOVO121	6	0	6	2	1	0	13	1	6	0	0	0	9	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	3	0	0	0	0	2	0	0	0	2	4	0	0	0	0	0	0	3	0	0	7	3	0	0	0
DENOVO122	16	0	0	1	12	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	5	0	0	2	9	1	0	0
DENOVO123	1	1	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	1	0	0	0
DENOVO124	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	5	0	1	4	1	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
DENOVO125	0	0	0	1	0	0	3	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	4	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	2	0
DENOVO126	1	2	0	0	0	0	4	0	0	1	0	3	2	2	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	5	1	1	0	0	1	0	0	0	3	0	0	0	1	0	1	0	0	3	0	0	0
DENOVO127	0	2	0	1	1	1	0	2	0	0	0	2	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0
DENOVO128	5	1	0	0	0	8	3	0	0	5	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	13	0	0	0	0	0
DENOVO129	0	0	1	0	0	0	2	1	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	1	0	0	0	1	0	0	0	2	0	0	0	1	1	0	0	0
DENOVO130	0	0	0	0	2	1	0	0	0	1	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	1	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0
DENOVO131	0	7	2	0	10	2	1	3	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	2	1	2	0	0	13	4	1	0	0	2	0	1	0	0	0	0	3	2	0	1	0	0	0	0	1	0
DENOVO132	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	1	1	0	0	2	1	0	1	0	0	3	0	0	0
DENOVO133	1	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0
DENOVO134	0	0	1	1	2	0	2	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
DENOVO135	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	20	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO136	1	1	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0
